id,host_id,host_profile_id,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,reviews_per_month,has_license,price_log,number_of_reviews_log,number_of_reviews_ltm_log,reviews_per_month_log,bedrooms_log,beds_log,bathrooms_log,calculated_host_listings_count_log,price_per_accommodate,price_per_min_night,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,district_Bailen-Miraflores,district_Campanillas,district_Carretera de Cadiz,district_Centro,district_Churriana,district_Ciudad Jardin,district_Cruz de Humilladero,district_Este,district_Palma-Palmilla,district_Puerto de la Torre,district_Teatinos-Universidad,neighbourhood_price_encoded,property_type_Entire condo,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Entire villa,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hotel,host_tenure_years,host_size_individual,host_size_pequeno,host_size_mediano,host_size_grande,host_entire_homes_ratio,has_reviews,listing_age_days,days_since_last_review,distance_to_center_km,n_nearby_150m,has_ac,has_pool,has_dishwasher,n_amenities,host_user_tenure_years
893331965267980219,32594491,1465478134032863738,True,True,True,Este,36.7217876,-4.3558606,2,1.0,1.0,3.0,225.0,1.0,1125.0,304,109,42,252,4.9,3,2.91,True,5.420534999272286,4.700480365792417,3.7612001156935624,1.3635373739972745,0.6931471805599453,1.3862943611198906,0.6931471805599453,1.3862943611198906,112.5,225.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,285.6062456036359,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.916666666666667,False,True,False,False,0.6666666666666666,True,1123.0,2.0,5.84167275093528,32,False,True,False,69,11.083333333333334
893428127465710097,70813562,1466876415845625612,True,True,True,Centro,36.72421,-4.42794,4,1.0,1.0,3.0,131.24,1.0,365.0,289,28,9,54,5.0,1,0.75,True,4.884618453512769,3.367295829986474,2.302585092994046,0.5596157879354227,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,32.81,131.24,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209.90463486546682,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0833333333333335,True,False,False,False,1.0,True,1124.0,18.0,0.6666809903586399,121,False,False,True,52,10.083333333333334
893447809061520297,514575073,1463862866432199798,False,True,True,Centro,36.7208,-4.4297,5,2.0,3.0,4.0,193.0,2.0,1125.0,214,83,23,138,4.6,1,2.24,True,5.267858159063328,4.430816798843313,3.1780538303479458,1.1755733298042381,1.3862943611198906,1.6094379124341003,1.0986122886681098,0.6931471805599453,38.6,96.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209.90463486546682,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.0833333333333335,True,False,False,False,1.0,True,1109.0,4.0,0.7418566709318579,79,True,False,True,51,3.0833333333333335
893462435758677221,87733940,1462842913009226689,True,True,True,Centro,36.71691071269457,-4.410872273147106,2,1.0,1.0,1.0,90.5,2.0,1125.0,60,73,18,108,4.84,10,1.93,True,4.516338972281476,4.30406509320417,2.9444389791664403,1.0750024230289759,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.3978952727983707,45.25,45.25,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209.90463486546682,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.333333333333334,False,True,False,False,1.0,True,1132.0,22.0,1.0576899336229169,108,False,False,False,38,9.833333333333334
893472889827764496,89859378,1467088113956431456,True,True,True,Centro,36.71986370550667,-4.423104881475823,3,1.0,1.0,2.0,154.67,2.0,1125.0,294,22,2,12,4.77,2,0.59,True,5.047738382047758,3.1354942159291497,1.0986122886681098,0.4637340162321401,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,51.556666666666665,77.335,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209.90463486546682,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.083333333333334,False,True,False,False,1.0,True,1117.0,197.0,0.2204478462379849,409,True,False,False,9,9.833333333333334
893962746805948167,360272609,1469722328715367185,False,True,True,Carretera de Cadiz,36.70130297495584,-4.435402625646863,3,1.0,1.0,2.0,135.0,1.0,1125.0,300,9,1,6,4.33,2,0.25,True,4.912654885736052,2.302585092994046,0.6931471805599453,0.22314355131420976,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.0986122886681098,45.0,135.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,194.20015615296037,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.9166666666666665,False,True,False,False,1.0,True,1073.0,339.0,2.5499512544769645,52,True,False,False,68,5.833333333333333
893962795842574143,399961266,1469836990746581478,False,True,True,Churriana,36.6648287,-4.463693399999999,4,1.0,2.0,3.0,201.5,1.0,999.0,87,5,0,0,4.4,12,0.13,True,5.310739886546594,1.791759469228055,0.0,0.12221763272424921,1.0986122886681098,1.3862943611198906,0.6931471805599453,2.5649493574615367,50.375,201.5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,373.3031442137289,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,5.083333333333333,False,False,True,False,1.0,True,1131.0,744.0,7.324607162303826,3,True,True,False,33,5.083333333333333
893966915239592902,31649041,1465465146189295002,False,True,True,Cruz de Humilladero,36.72092,-4.4412,5,1.0,3.0,3.0,284.0,4.0,60.0,364,0,0,0,,10,0.0,True,5.652489180268651,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.3978952727983707,56.8,71.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,170.2562436674665,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,9.916666666666666,False,True,False,False,0.3,False,,,1.765257878756824,5,True,False,False,45,11.166666666666666
894085925069735082,316795838,1469598716529879840,False,True,True,Centro,36.71814,-4.40826,6,3.0,3.0,4.0,354.0,2.0,365.0,129,21,1,6,4.48,29,0.56,True,5.872117789475416,3.091042453358316,0.6931471805599453,0.44468582126144574,1.3862943611198906,1.6094379124341003,1.3862943611198906,3.4011973816621555,59.0,177.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,209.90463486546682,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6.25,False,False,True,False,1.0,True,1128.0,340.0,1.2227492076485087,25,True,False,True,48,6.5
894211803762611659,512585926,1470305239832054555,True,False,True,Bailen-Miraflores,36.733481,-4.449534700000001,4,1.0,1.0,2.0,162.0,1.0,1125.0,62,44,28,168,4.95,1,1.24,True,5.093750200806762,3.8066624897703196,3.367295829986474,0.8064758658669485,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,40.5,162.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,151.85297380423094,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2.9166666666666665,True,False,False,False,1.0,True,1060.0,16.0,2.8498560512457347,0,True,False,False,53,3.1666666666666665
