id,host_id,host_profile_id,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,reviews_per_month,has_license,price_log,number_of_reviews_log,number_of_reviews_ltm_log,reviews_per_month_log,bedrooms_log,beds_log,bathrooms_log,calculated_host_listings_count_log,price_per_accommodate,price_per_min_night,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,district_Alaró,district_Alcúdia,district_Algaida,district_Andratx,district_Ariany,district_Artà,district_Banyalbufar,district_Binissalem,district_Bunyola,district_Búger,district_Calvià,district_Campanet,district_Campos,district_Capdepera,district_Consell,district_Costitx,district_Deyá,district_Escorca,district_Esporles,district_Estellencs,district_Felanitx,district_Fornalutx,district_Inca,district_Lloret de Vistalegre,district_Lloseta,district_Llubí,district_Llucmajor,district_Manacor,district_Mancor de la Vall,district_Maria de la Salut,district_Marratxí,district_Montuïri,district_Muro,district_Palma de Mallorca,district_Petra,district_Pollença,district_Porreres,district_Puigpunyent,district_Sa Pobla,district_Sant Joan,district_Sant Llorenç des Cardassar,district_Santa Eugènia,district_Santa Margalida,district_Santa María del Camí,district_Santanyí,district_Selva,district_Sencelles,district_Ses Salines,district_Sineu,district_Son Servera,district_Sóller,district_Valldemossa,district_Vilafranc de Bonany,neighbourhood_price_encoded,property_type_Camper/RV,property_type_Entire chalet,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guesthouse,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Entire villa,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in home,property_type_Private room in rental unit,property_type_Room in aparthotel,property_type_Room in boutique hotel,property_type_Room in hotel,host_tenure_years,host_size_individual,host_size_pequeno,host_size_mediano,host_size_grande,host_entire_homes_ratio,has_reviews,listing_age_days,days_since_last_review,distance_to_center_km,n_nearby_150m,has_ac,has_pool,has_sea_view,n_amenities,host_user_tenure_years
1573302354220742496,216470773,1469136176472109360,False,True,True,39.56647522602337,2.6553360400810027,2,1.0,1.0,1.0,114.5,2.0,365.0,277,10,10,60,4.8,1,5.08,True,4.749270529961848,2.3978952727983707,2.3978952727983707,1.8050046959780757,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,57.25,57.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,453.96107241462784,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5,True,False,False,False,1.0,True,67.0,18.0,0.6864165904979684,7,True,False,False,13,7.75
954742615472668739,52514882,1465850045240398002,True,True,True,39.77651,2.98491,6,2.0,3.0,5.0,383.67,1.0,1125.0,121,19,13,78,4.95,1,0.77,True,5.952385823873655,2.995732273553991,2.6390573296152584,0.5709795465857378,1.3862943611198906,1.791759469228055,1.0986122886681098,0.6931471805599453,63.945,383.67,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,667.8738439429492,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.8333333333333335,True,False,False,False,1.0,True,746.0,40.0,37.08932389775782,0,True,True,False,68,10.416666666666666
20399187,142978193,1468410527039118779,False,True,True,39.849155,3.098074,5,2.0,3.0,4.0,3329.0,1.0,1125.0,284,23,8,48,4.96,59,0.39,True,8.110727582974489,3.1780538303479458,2.1972245773362196,0.3293037471426004,1.3862943611198906,1.6094379124341005,1.0986122886681098,4.0943445622221,665.8,3329.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,598.0469480132393,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,8.75,False,False,False,True,1.0,True,1790.0,54.0,49.68398008853008,0,True,True,True,41,8.833333333333334
1594759947710108115,141515273,1468398424547022697,False,True,True,39.745022,3.428761,6,2.0,3.0,3.0,507.2,1.0,365.0,5,0,0,0,,48,0.0,True,6.230875070886063,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,1.0986122886681098,3.8918202981106265,84.53333333333333,507.2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563.3323781886018,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.833333333333334,False,False,True,False,1.0,False,,,69.7482965293475,4,True,True,False,27,8.916666666666666
777906800507560466,488569531,1470198779150867911,False,True,True,39.82984,3.11668,2,1.0,1.0,2.0,271.0,1.0,1125.0,34,30,15,90,4.33,8,0.79,True,5.605802066295998,3.4339872044851463,2.772588722239781,0.5822156198526637,0.6931471805599453,1.0986122886681098,0.6931471805599453,2.1972245773362196,135.5,271.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,598.0469480132393,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,3.5,False,True,False,False,1.0,True,1152.0,22.0,49.64062613715717,26,True,False,False,21,3.5833333333333335
953270819904089706,80636743,1462827201408639514,False,True,True,39.709957846,3.136926784,4,1.0,2.0,4.0,139.0,2.0,999.0,222,0,0,0,,133,0.0,True,4.941642422609304,0.0,0.0,0.0,1.0986122886681098,1.6094379124341005,0.6931471805599453,4.897839799950911,34.75,69.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,570.0086407110826,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.916666666666666,False,False,False,True,1.0,False,,,44.81885251004931,1,True,True,False,46,9.916666666666666
818068025178056195,454466100,1470044617693271684,False,True,True,39.70728765035594,3.4590555477257077,6,2.0,3.0,6.0,305.8,1.0,1125.0,158,4,2,12,4.75,3,0.11,True,5.726196069493101,1.6094379124341005,1.0986122886681098,0.1043600153242427,1.3862943611198906,1.9459101490553132,1.0986122886681098,1.3862943611198906,50.96666666666667,305.8,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563.3323781886018,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.25,False,True,False,False,1.0,True,1053.0,312.0,71.22435353438058,4,False,False,False,55,4.166666666666667
1624575043976240235,308512517,1463429422968201734,True,True,True,39.71468179756758,2.8241852195739936,10,3.0,5.0,7.0,485.0,3.0,365.0,316,0,0,0,,3,0.0,True,6.186208623900494,0.0,0.0,0.0,1.791759469228055,2.0794415416798357,1.3862943611198906,1.3862943611198906,48.5,161.66666666666666,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,821.0769198511881,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,5.25,False,True,False,False,1.0,False,,,22.3094860227774,0,True,True,False,42,6.583333333333333
52329440,184599578,1468954174777869104,False,True,True,39.86585790000001,3.1470396,12,4.0,6.0,11.0,2203.0,1.0,1125.0,351,9,2,12,4.56,58,0.19,True,7.698029170272805,2.302585092994046,1.0986122886681098,0.173953307123438,1.9459101490553132,2.4849066497880004,1.6094379124341005,4.07753744390572,183.58333333333337,2203.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,598.0469480132393,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,8.083333333333334,False,False,False,True,1.0,True,1442.0,243.0,54.11493379413057,1,True,True,True,49,8.166666666666666
28224259,19046003,1462608080492912407,True,True,True,39.70286,2.57738,6,2.0,3.0,4.0,844.43,3.0,1125.0,106,109,17,102,4.97,1,1.2,True,6.739845373663468,4.700480365792417,2.8903717578961645,0.7884573603642702,1.3862943611198906,1.6094379124341005,1.0986122886681098,0.6931471805599453,140.73833333333332,281.47666666666663,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,506.85015935424303,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.833333333333334,True,False,False,False,1.0,True,2736.0,29.0,16.22238601070321,0,False,True,False,71,11.833333333333334
31257581,233868599,1469245544309657886,True,True,True,39.52866,3.31835,5,2.0,2.0,4.0,319.6,5.0,1125.0,283,49,7,70,4.98,1,0.58,True,5.770194240175453,3.912023005428146,2.0794415416798357,0.4574248470388754,1.0986122886681098,1.6094379124341005,1.0986122886681098,0.6931471805599453,63.92,63.92,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,586.6803801898172,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.416666666666667,True,False,False,False,1.0,True,2546.0,270.0,57.68833424455983,0,False,True,False,57,7.416666666666667
1015060459056562077,418525650,1469901659127989643,True,True,True,39.36474470576399,3.2218316354431087,6,2.0,3.0,4.0,383.6,4.0,365.0,113,1,1,8,5.0,7,0.08,True,5.952203833154679,0.6931471805599453,0.6931471805599453,0.0769610411361283,1.3862943611198906,1.6094379124341005,1.0986122886681098,2.0794415416798357,63.93333333333334,95.9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,641.1368363664936,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.833333333333333,False,True,False,False,1.0,True,361.0,361.0,54.21092633776373,28,True,True,False,51,4.833333333333333
1665065906903515663,756276757,1660865876898019282,False,True,True,39.76917304267884,2.7146493146137467,2,1.0,1.0,1.0,117.0,1.0,365.0,228,7,7,42,5.0,2,3.62,True,4.770684624465665,2.0794415416798357,2.0794415416798357,1.5303947050936475,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,58.5,117.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,508.1317866792951,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.1666666666666666,False,True,False,False,0.0,True,66.0,20.0,23.173506458449307,1,True,False,False,2,0.1666666666666666
1607175969257403657,702859504,1470747044987205723,True,True,True,39.54403542901686,2.387763485312462,4,1.0,2.0,1.0,277.33,2.0,1125.0,266,9,9,54,3.89,3,3.1,True,5.628807460063128,2.302585092994046,2.302585092994046,1.410986973710262,1.0986122886681098,0.6931471805599453,0.6931471805599453,1.3862943611198906,69.3325,138.665,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1008.9480291554785,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1.0,False,True,False,False,1.0,True,95.0,34.0,22.408961664453695,4,True,False,False,45,1.0
1056337309010670829,65697804,1462769830020464011,False,True,True,39.83166,3.1182,4,2.0,2.0,3.0,455.67,1.0,1125.0,24,6,1,6,5.0,218,0.23,True,6.123961029397495,1.9459101490553132,0.6931471805599453,0.2070141693843261,1.0986122886681098,1.3862943611198906,1.0986122886681098,5.389071729816501,113.9175,455.67,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,598.0469480132393,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10.166666666666666,False,False,False,True,1.0,True,779.0,72.0,49.86446481394186,20,True,False,True,25,10.166666666666666
970025198416404044,534449626,1470398635100745331,False,True,True,39.36506,2.84017,3,1.0,2.0,5.0,257.86,5.0,1125.0,82,18,8,80,4.67,1,0.56,True,5.556287375014292,2.9444389791664403,2.1972245773362196,0.4446858212614457,1.0986122886681098,1.791759469228055,0.6931471805599453,0.6931471805599453,85.95333333333333,51.572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,672.8046331669328,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2.75,True,False,False,False,1.0,True,971.0,27.0,27.920304805002015,8,True,True,False,46,2.75
29142210,113372965,1468171797712856734,True,True,True,39.78269,2.7417,8,5.0,5.0,4.0,553.0,1.0,1125.0,89,5,1,6,5.0,10,0.06,True,6.317164686747284,1.791759469228055,0.6931471805599453,0.0582689081239757,1.791759469228055,1.6094379124341005,1.791759469228055,2.3978952727983707,69.125,553.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,678.4681579831636,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,9.333333333333334,False,True,False,False,1.0,True,2609.0,347.0,25.27350480771543,13,True,True,False,17,9.333333333333334
17708878,70454632,1466872172141182121,False,True,True,39.87389,2.98513,6,2.0,3.0,5.0,348.67,3.0,1125.0,43,16,2,12,4.25,32,0.19,True,5.856989852571215,2.833213344056216,1.0986122886681098,0.173953307123438,1.3862943611198906,1.791759469228055,1.0986122886681098,3.49650756146648,58.11166666666667,116.22333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,582.7915371090588,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.083333333333334,False,False,True,False,1.0,True,2560.0,75.0,44.68296094176568,0,True,True,False,49,10.083333333333334
15815042,96181614,1467158516943666029,True,True,True,39.84007,3.12591,4,1.5,2.0,3.0,331.87,30.0,1125.0,325,24,0,0,4.92,2,0.22,True,5.807752023367887,3.218875824868201,0.0,0.1988508587451652,1.0986122886681098,1.3862943611198906,0.9162907318741552,1.0986122886681098,82.9675,11.062333333333331,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,598.0469480132393,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.583333333333334,False,True,False,False,1.0,True,3352.0,636.0,50.9478649762422,8,True,False,True,50,9.75
46136945,313785862,1469590798199660819,False,True,True,39.88728,3.04478,4,2.5,2.0,2.0,387.0,1.0,1125.0,26,15,6,36,4.6,119,0.25,True,5.961005339623274,2.772588722239781,1.9459101490553132,0.2231435513142097,1.0986122886681098,1.0986122886681098,1.252762968495368,4.787491742782046,96.75,387.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,582.7915371090588,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6.416666666666667,False,False,False,True,1.0,True,1829.0,32.0,49.20193394962819,3,False,True,False,33,6.5
50993212,99483254,1462869194049573224,True,True,True,39.57712410636759,2.3556582745433245,4,1.0,2.0,4.0,475.0,1.0,999.0,245,69,13,78,4.77,7,1.22,True,6.16541785423142,4.248495242049359,2.6390573296152584,0.7975071958841881,1.0986122886681098,1.6094379124341005,0.6931471805599453,2.0794415416798357,118.75,475.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1008.9480291554785,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,False,True,False,False,1.0,True,1704.0,14.0,25.029467860455203,5,True,True,True,33,9.666666666666666
1147861,2694897,1462605123360505326,True,True,True,39.5719824,2.6519088,3,1.0,2.0,2.0,278.0,1.0,30.0,284,727,66,255,4.73,5,4.58,True,5.631211781821365,6.590301048196686,4.204692619390966,1.7191887763932197,1.0986122886681098,1.0986122886681098,0.6931471805599453,1.791759469228055,92.66666666666669,278.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,453.96107241462784,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,14.0,False,True,False,False,1.0,True,4770.0,18.0,0.6484175730415469,32,True,False,False,43,14.0
15161124,32978553,1465483043253277121,True,True,True,39.72079,2.9069,2,1.0,1.0,1.0,126.43,5.0,30.0,234,104,20,200,4.85,2,0.93,True,4.847567194224188,4.653960350157523,3.044522437723423,0.6575200029167942,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,63.215,25.286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,627.5129482024246,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11.083333333333334,False,True,False,False,1.0,True,3364.0,16.0,28.017480866981508,0,True,False,False,25,11.083333333333334
45008499,65697804,1462769830020464011,False,True,True,39.71546936035156,2.8972599506378174,6,2.0,3.0,4.0,426.6,1.0,1125.0,35,3,0,0,5.0,218,0.05,True,6.05818817915089,1.3862943611198906,0.0,0.048790164169432,1.3862943611198906,1.6094379124341005,1.0986122886681098,5.389071729816501,71.10000000000001,426.6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,627.5129482024246,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.166666666666666,False,False,False,True,1.0,True,1796.0,1061.0,27.003173759316887,4,True,True,False,30,10.166666666666666
44575103,360735407,1469723392337709648,True,True,True,39.51635,3.02494,6,4.0,3.0,3.0,221.44,3.0,1125.0,273,34,10,60,5.0,1,0.88,True,5.404657402319363,3.5553480614894135,2.3978952727983707,0.6312717768418579,1.3862943611198906,1.3862943611198906,1.6094379124341005,0.6931471805599453,36.906666666666666,73.81333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,581.936832281556,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.25,True,False,False,False,1.0,True,1170.0,88.0,32.86566411493801,0,False,True,False,62,5.833333333333333
1660142191668412755,80839530,1466984204613130888,False,True,True,39.63089922323293,3.2581840568862326,16,5.5,7.0,14.0,1681.29,7.0,28.0,105,0,0,0,,791,0.0,True,7.427911239464447,0.0,0.0,0.0,2.0794415416798357,2.70805020110221,1.8718021769015911,6.674561391814426,105.080625,240.18428571428572,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,517.7079122150412,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.333333333333334,False,False,False,True,0.9696586599241468,False,,,52.80649890125478,1,True,True,False,39,9.916666666666666
41604544,76875955,1466942016093711828,True,True,True,39.71245,3.10294,6,2.0,3.0,5.0,479.71,1.0,1125.0,156,0,0,0,,130,0.0,True,6.175264177679167,0.0,0.0,0.0,1.3862943611198906,1.791759469228055,1.0986122886681098,4.875197323201151,79.95166666666667,479.71,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,570.0086407110826,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10.0,False,False,False,True,1.0,False,,,42.21409567414261,4,False,True,False,46,10.0
41981924,285578671,1469493333010263225,False,True,True,39.71114327330176,3.465074396876446,4,1.0,2.0,4.0,393.0,1.0,1125.0,339,16,8,48,4.75,72,0.26,True,5.976350909297934,2.833213344056216,2.1972245773362196,0.2311117209633866,1.0986122886681098,1.6094379124341005,0.6931471805599453,4.290459441148391,98.25,393.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,563.3323781886018,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,6.833333333333333,False,False,False,True,1.0,True,1867.0,44.0,71.81973118552584,2,True,False,True,32,6.833333333333333
48242741,205496849,1469071918661603512,False,True,True,39.6169166076471,2.64796838836062,11,3.0,6.0,7.0,2651.0,1.0,1125.0,349,25,9,54,4.88,174,0.41,True,7.883069351305753,3.258096538021482,2.302585092994046,0.3435897043900769,1.9459101490553132,2.0794415416798357,1.3862943611198906,5.1647859739235145,241.0,2651.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,453.96107241462784,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,7.583333333333333,False,False,False,True,1.0,True,1858.0,47.0,5.517330013232362,0,True,True,False,35,7.833333333333333
18442288,80839530,1466984204613130888,False,True,True,39.67845,2.56452,5,1.5,2.0,4.0,629.0,7.0,28.0,104,6,0,0,4.33,791,0.06,True,6.4457198193855785,1.9459101490553132,0.0,0.0582689081239757,1.0986122886681098,1.6094379124341005,0.9162907318741552,6.674561391814426,125.8,89.85714285714286,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,689.9778027730617,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.333333333333334,False,False,False,True,0.9696586599241468,True,2908.0,1381.0,14.25280477692156,0,True,True,False,35,9.916666666666666
1217336054583114794,423926411,1469923109109428178,False,True,True,39.48623,2.48017,8,2.0,4.0,4.0,608.67,6.0,365.0,300,27,14,168,4.48,4,1.23,True,6.412917827176371,3.332204510175204,2.70805020110221,0.8020015854720274,1.6094379124341005,1.6094379124341005,1.0986122886681098,1.6094379124341005,76.08375,101.445,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,720.337912172509,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.75,False,True,False,False,1.0,True,666.0,16.0,16.940543654988,4,True,True,False,21,4.75
21487570,104655996,1467257832057577947,False,True,True,39.7605,3.15977,6,2.0,4.0,4.0,563.0,1.0,1125.0,132,5,0,0,3.4,75,0.05,True,6.335054251498059,1.791759469228055,0.0,0.048790164169432,1.6094379124341005,1.6094379124341005,1.0986122886681098,4.330733340286331,93.83333333333331,563.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,570.0086407110826,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.5,False,False,False,True,1.0,True,2928.0,1129.0,48.83662580727744,8,True,True,False,38,9.583333333333334
1477398096842427633,6403465,1462545410207822592,False,True,True,39.669691,2.591412,5,2.5,3.0,5.0,325.5,1.0,365.0,273,1,1,6,5.0,1,0.1,True,5.788429948716486,0.6931471805599453,0.6931471805599453,0.0953101798043248,1.3862943611198906,1.791759469228055,1.252762968495368,0.6931471805599453,65.1,325.5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,689.9778027730617,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.666666666666666,True,False,False,False,1.0,True,310.0,310.0,12.354120328963228,0,False,True,False,10,13.083333333333334
1436092974779544897,249824473,1469324360236182569,False,True,True,39.69507,3.35012,6,2.0,3.0,4.0,248.8,1.0,365.0,121,2,2,12,5.0,17,0.8,True,5.520660597691477,1.0986122886681098,1.0986122886681098,0.5877866649021191,1.3862943611198906,1.6094379124341005,1.0986122886681098,2.8903717578961645,41.46666666666667,248.8,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,616.2139818267405,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7.25,False,False,True,False,1.0,True,83.0,22.0,61.83406355738003,11,True,False,False,28,7.25
