id,host_id,host_profile_id,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,reviews_per_month,has_license,price_log,number_of_reviews_log,number_of_reviews_ltm_log,reviews_per_month_log,bedrooms_log,beds_log,bathrooms_log,calculated_host_listings_count_log,price_per_accommodate,price_per_min_night,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,district_Ciutat Vella,district_Eixample,district_Gràcia,district_Horta-Guinardó,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Martí,district_Sants-Montjuïc,district_Sarrià-Sant Gervasi,neighbourhood_price_encoded,property_type_Entire condo,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in home,property_type_Private room in hostel,property_type_Private room in rental unit,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in hostel,host_tenure_years,host_size_individual,host_size_pequeno,host_size_mediano,host_size_grande,host_entire_homes_ratio,has_reviews,listing_age_days,days_since_last_review,distance_to_center_km,host_user_tenure_years
1353503029026613533,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,4,2.0,2.0,3.0,138.88,32.0,330.0,304,1,1,64,5.0,12,0.13,True,4.940784912195175,0.6931471805599453,0.6931471805599453,0.12221763272424921,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.5649493574615367,34.72,4.34,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,True,236.0,236.0,3.4932449521845266,1.4166666666666667
1353511761201641339,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,4,2.0,2.0,3.0,144.69,32.0,330.0,355,0,0,0,,12,0.0,True,4.981481076665904,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.5649493574615367,36.1725,4.5215625,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,False,,,3.4932449521845266,1.4166666666666667
1353515013687480764,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,4,2.0,2.0,3.0,138.13,32.0,330.0,258,0,0,0,,12,0.0,True,4.935408747853786,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.5649493574615367,34.5325,4.3165625,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,False,,,3.4932449521845266,1.4166666666666667
1353520106425214961,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,4,2.0,2.0,3.0,147.91,32.0,330.0,299,0,0,0,,12,0.0,True,5.003342096602114,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,1.0986122886681098,2.5649493574615367,36.9775,4.6221875,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,False,,,3.4932449521845266,1.4166666666666667
1353525203265510896,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,2,1.0,1.0,1.0,110.72,32.0,330.0,324,2,2,128,5.0,12,0.17,True,4.715995741076976,1.0986122886681098,1.0986122886681098,0.15700374880966475,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.5649493574615367,55.36,3.46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,True,367.0,274.0,3.4932449521845266,1.4166666666666667
1353527798796361746,675078827,1470690175114145024,False,False,True,41.399631,2.2071728,2,1.0,1.0,1.0,110.72,32.0,330.0,313,0,0,0,,12,0.0,True,4.715995741076976,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.5649493574615367,55.36,3.46,True,False,False,False,False,False,False,False,False,False,False,True,False,False,206.6348677909365,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.3333333333333333,False,False,True,False,1.0,False,,,3.4932449521845266,1.4166666666666667
1353531671237980807,678037725,1470696299029100544,False,False,True,41.44012,2.17392,4,1.0,2.0,3.0,69.23,31.0,365.0,177,0,0,0,,1,0.0,True,4.251775570170929,0.0,0.0,0.0,1.0986122886681098,1.3862943611198906,0.6931471805599453,0.6931471805599453,17.3075,2.233225806451613,True,False,False,False,False,False,False,False,False,True,False,False,False,False,152.46717853371547,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0833333333333333,True,False,False,False,1.0,False,,,5.878959444148674,1.3333333333333333
1353550843022453659,677542508,1470695336624544000,True,False,True,41.39700601749378,2.1780686153837134,1,1.0,1.0,1.0,37.32,31.0,365.0,297,1,1,62,5.0,5,0.09,True,3.6459719531026598,0.6931471805599453,0.6931471805599453,0.08617769624105233,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.791759469228055,37.32,1.2038709677419355,False,False,True,False,False,True,False,False,False,False,False,False,False,False,250.77951196511597,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.25,False,True,False,False,0.0,True,349.0,349.0,1.3284577051122946,1.3333333333333333
1353638825448080264,499183267,1470245274806850560,False,False,True,41.38556684350972,2.1726340094510737,3,2.0,2.0,2.0,69.71,31.0,365.0,262,4,3,186,4.25,4,0.3,True,4.25858700561615,1.6094379124341003,1.3862943611198906,0.26236426446749106,1.0986122886681098,1.0986122886681098,1.0986122886681098,1.6094379124341003,23.236666666666665,2.2487096774193547,True,False,False,False,True,False,False,False,False,False,False,False,False,False,222.89796522457144,False,False,False,True,False,False,False,False,False,False,False,False,False,False,2.0833333333333335,False,True,False,False,1.0,True,411.0,95.0,0.3934584338841768,3.3333333333333335
1353786480121124726,134550113,1468342108161928448,True,True,True,41.382097464096944,2.1634017058948656,2,1.0,1.0,1.0,37.19,31.0,1125.0,37,28,18,255,4.89,4,1.75,False,3.6425737012374246,3.367295829986474,2.9444389791664403,1.0116009116784799,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003,18.595,1.1996774193548387,False,False,True,False,False,True,False,False,False,False,False,False,False,False,312.32427720988665,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.9166666666666665,False,True,False,False,0.25,True,487.0,43.0,0.731934195461852,9.0
1354014514263994647,495776639,1470231313813806592,False,True,True,41.38437,2.16639,7,2.5,3.0,3.0,193.58,28.0,90.0,314,0,0,0,,1,0.0,False,5.270843389547282,0.0,0.0,0.0,1.3862943611198906,1.3862943611198906,1.252762968495368,0.6931471805599453,27.654285714285717,6.913571428571429,True,False,False,False,True,False,False,False,False,False,False,False,False,False,147.34113550934208,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.25,True,False,False,False,1.0,False,,,0.3840688494146445,3.4166666666666665
1354153109864890529,4459553,1462535697208324352,False,True,True,41.38221649152507,2.13156922920993,3,2.5,2.0,3.0,321.0,1.0,1125.0,298,48,33,198,4.71,243,2.97,True,5.7745515455444085,3.8918202981106265,3.5263605246161616,1.3787660946990992,1.0986122886681098,1.3862943611198906,1.252762968495368,5.497168225293202,107.0,321.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,182.02478309253567,False,False,False,True,False,False,False,False,False,False,False,False,False,False,13.416666666666666,False,False,False,True,1.0,True,492.0,24.0,3.1427113239912186,13.5
1354179659690182026,677542508,1470695336624544000,True,False,True,41.39691177804507,2.1770987894501332,1,1.0,1.0,1.0,35.94,31.0,365.0,299,8,6,255,5.0,5,0.58,True,3.609294974771094,2.1972245773362196,1.9459101490553132,0.4574248470388754,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.791759469228055,35.94,1.1593548387096773,False,False,True,False,False,True,False,False,False,False,False,False,False,False,353.4946843421137,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.25,False,True,False,False,0.0,True,419.0,32.0,1.2732902660205951,1.3333333333333333
