id,host_id,host_profile_id,host_is_superhost,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,number_of_reviews_ltm,estimated_occupancy_l365d,review_scores_rating,calculated_host_listings_count,reviews_per_month,has_license,price_log,number_of_reviews_log,number_of_reviews_ltm_log,reviews_per_month_log,bedrooms_log,beds_log,bathrooms_log,calculated_host_listings_count_log,price_per_accommodate,price_per_min_night,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,district_Ciutat Vella,district_Eixample,district_Gràcia,district_Horta-Guinardó,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Martí,district_Sants-Montjuïc,district_Sarrià-Sant Gervasi,neighbourhood_price_encoded,property_type_Entire condo,property_type_Entire home,property_type_Entire loft,property_type_Entire rental unit,property_type_Entire serviced apartment,property_type_Other,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in home,property_type_Private room in hostel,property_type_Private room in rental unit,property_type_Room in boutique hotel,property_type_Room in hotel,property_type_Shared room in hostel,host_tenure_years,host_size_individual,host_size_pequeno,host_size_mediano,host_size_grande,host_entire_homes_ratio,has_reviews,listing_age_days,days_since_last_review,distance_to_center_km,host_user_tenure_years
1683879479810257006,154040549,1468508238823998208,True,True,True,41.39313016570875,2.1847150651247795,2,1.0,1.0,1.0,114.0,1.0,1125.0,30,10,10,60,4.7,7,8.82,True,4.74493212836325,2.3978952727983707,2.3978952727983707,2.2844211223663744,0.6931471805599453,0.6931471805599453,0.6931471805599453,2.0794415416798357,57.0,114.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,250.77951196511597,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.666666666666666,False,True,False,False,0.0,True,40.0,13.0,1.487688648800168,8.666666666666666
5246095,26521943,1462637672534209024,True,True,True,41.40264,2.17367,4,1.0,2.0,3.0,251.0,2.0,365.0,212,122,41,246,4.64,24,0.91,True,5.529429087511423,4.812184355372417,3.737669618283368,0.6471032420585385,1.0986122886681098,1.3862943611198906,0.6931471805599453,3.218875824868201,62.75,125.5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,266.8418102833836,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11.416666666666666,False,False,True,False,0.9166666666666666,True,4050.0,25.0,1.7465856353120597,11.416666666666666
1023737341189572022,449485386,1470024244034389248,False,True,True,41.40453,2.15143,1,4.0,1.0,1.0,71.5,32.0,365.0,98,1,0,0,5.0,90,0.04,True,4.283586561860629,0.6931471805599453,0.0,0.0392207131532812,0.6931471805599453,0.6931471805599453,1.6094379124341005,4.51085950651685,71.5,2.234375,False,False,True,False,False,False,True,False,False,False,False,False,False,False,207.4881488803305,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3.0,False,False,False,True,0.0,True,820.0,820.0,2.3831452207611914,4.25
32679428,238884286,1469270967483690496,False,True,True,41.4059,2.17094,3,1.0,2.0,3.0,194.0,1.0,1125.0,90,13,2,12,4.54,9,0.15,True,5.272999558563747,2.6390573296152584,1.0986122886681098,0.1397619423751586,1.0986122886681098,1.3862943611198906,0.6931471805599453,2.302585092994046,64.66666666666667,194.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,266.8418102833836,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7.333333333333333,False,True,False,False,0.1111111111111111,True,2587.0,87.0,2.0663453919472237,7.416666666666667
50171921,404888119,1469853571284152064,False,True,True,41.38056,2.17656,2,1.0,1.0,1.0,190.0,1.0,28.0,243,8,0,0,4.13,5,0.13,True,5.25227342804663,2.1972245773362196,0.0,0.1222176327242492,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.791759469228055,95.0,190.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,222.89796522457144,False,False,False,False,False,False,False,False,False,True,False,False,False,False,4.916666666666667,False,True,False,False,0.0,True,1801.0,1129.0,1.0097003416694323,5.0
891064970980112015,64805231,1466801374068726272,False,True,True,41.40196254221,2.181833996833108,6,1.5,4.0,4.0,110.65,31.0,365.0,327,0,0,0,,37,0.0,True,4.7153689782861665,0.0,0.0,0.0,1.6094379124341005,1.6094379124341005,0.9162907318741552,3.6375861597263857,18.441666666666663,3.5693548387096774,True,False,False,False,False,True,False,False,False,False,False,False,False,False,250.77951196511597,False,False,False,True,False,False,False,False,False,False,False,False,False,False,7.5,False,False,True,False,1.0,False,,,1.959772167968482,10.166666666666666
1107065762535822382,457389299,1463748914845651456,False,True,True,41.41615,2.11202,2,1.0,1.0,1.0,115.33,6.0,365.0,356,2,2,24,5.0,6,1.54,False,4.756430979828675,1.0986122886681098,1.0986122886681098,0.9321640810304452,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.9459101490553132,57.665,19.221666666666668,False,False,True,False,False,False,False,False,False,False,False,False,False,True,225.43804619630325,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4.083333333333333,False,True,False,False,0.1666666666666666,True,46.0,35.0,5.70000262530468,4.083333333333333
25467406,610674,1462523480473217024,True,True,True,41.38922,2.12169,1,1.0,1.0,1.0,55.73,32.0,1125.0,294,19,3,192,5.0,3,0.21,True,4.038303171338476,2.995732273553991,1.3862943611198906,0.1906203596086497,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,55.73,1.7415625,False,False,True,False,False,False,False,False,True,False,False,False,False,False,223.28948658357217,False,False,False,False,False,False,False,False,False,False,True,False,False,False,15.0,False,True,False,False,0.0,True,2679.0,132.0,3.9186277722375977,15.083333333333334
512666,488117,1462519655738921728,False,True,True,41.37779,2.16729,6,1.0,2.0,6.0,411.0,1.0,600.0,113,73,1,6,4.67,4,0.45,True,6.021023349349527,4.30406509320417,0.6931471805599453,0.371563556432483,1.0986122886681098,1.9459101490553132,0.6931471805599453,1.6094379124341005,68.5,411.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,147.34113550934208,False,False,False,True,False,False,False,False,False,False,False,False,False,False,15.166666666666666,False,True,False,False,1.0,True,4837.0,353.0,1.0741580092183558,15.166666666666666
24448286,163379623,1467875917778299904,False,True,True,41.394993,2.166427,8,2.0,5.0,6.0,497.0,1.0,28.0,216,134,22,132,4.7,17,1.39,True,6.210600077024653,4.90527477843843,3.1354942159291497,0.8712933659434192,1.791759469228055,1.9459101490553132,1.0986122886681098,2.8903717578961645,62.125,497.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,353.4946843421137,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8.416666666666666,False,False,True,False,1.0,True,2888.0,11.0,0.8635432695485101,8.5
